N,K,P,Zn,Mg,S,pH,Rainfall,Temperature,Humidity,Crop_Subcategory
2.7,3.2,1.6,0.6,1.2,0.5,7.1,675.8,27.8,66.6,Vegetables_Arka Navneet (brinjal)
2.9,3.0,1.8,0.4,1.2,0.6,6.9,797.7,29.7,73.0,Vegetables_Arka Navneet (brinjal)
3.0,3.1,2.1,0.5,1.2,0.6,6.9,667.6,24.5,67.8,Vegetables_Arka Navneet (brinjal)
3.1,3.3,2.0,0.6,1.4,0.5,6.7,750.2,25.8,70.6,Vegetables_Arka Navneet (brinjal)
3.2,2.8,2.4,0.4,1.5,0.4,7.0,714.5,29.5,76.6,Vegetables_Arka Navneet (brinjal)
3.0,3.3,2.1,0.4,1.2,0.5,6.5,800.6,26.2,70.8,Vegetables_Arka Navneet (brinjal)
2.7,3.5,2.0,0.5,1.3,0.6,6.6,833.9,23.1,76.3,Vegetables_Arka Navneet (brinjal)
2.5,2.8,1.5,0.3,1.5,0.5,6.8,673.8,28.9,73.1,Vegetables_Arka Navneet (brinjal)
2.7,2.8,1.8,0.2,1.4,0.5,6.9,821.6,27.4,79.2,Vegetables_Arka Navneet (brinjal)
2.6,3.0,2.1,0.3,1.5,0.7,6.9,661.5,25.4,65.4,Vegetables_Arka Navneet (brinjal)
2.8,3.5,1.7,0.4,1.2,0.6,6.5,733.1,24.3,74.3,Vegetables_Arka Navneet (brinjal)
3.1,3.2,1.5,0.4,1.4,0.4,6.7,617.1,23.4,73.0,Vegetables_Arka Navneet (brinjal)
2.9,2.9,1.8,0.3,1.0,0.6,6.8,652.0,24.3,79.0,Vegetables_Arka Navneet (brinjal)
3.0,3.3,2.2,0.3,1.1,0.4,6.2,658.8,27.6,72.7,Vegetables_Arka Navneet (brinjal)
2.5,3.1,2.4,0.6,1.5,0.4,6.4,763.9,25.0,68.9,Vegetables_Arka Navneet (brinjal)
2.6,3.0,1.9,0.5,1.5,0.3,6.7,686.4,27.6,77.8,Vegetables_Arka Navneet (brinjal)
2.9,2.6,1.9,0.3,1.0,0.3,6.6,830.6,25.7,75.8,Vegetables_Arka Navneet (brinjal)
2.9,3.0,1.6,0.4,1.5,0.4,6.9,707.7,26.3,77.4,Vegetables_Arka Navneet (brinjal)
2.9,3.4,2.1,0.3,1.3,0.4,7.0,840.4,24.3,65.7,Vegetables_Arka Navneet (brinjal)
3.2,3.3,1.7,0.3,1.4,0.5,7.1,615.2,29.2,72.9,Vegetables_Arka Navneet (brinjal)
2.5,3.2,2.4,0.3,1.1,0.6,6.7,676.5,28.0,73.7,Vegetables_Arka Navneet (brinjal)
2.5,2.7,1.8,0.2,1.5,0.4,6.5,642.8,24.0,79.8,Vegetables_Arka Navneet (brinjal)
2.7,3.3,1.5,0.4,1.4,0.5,6.2,706.2,28.2,78.7,Vegetables_Arka Navneet (brinjal)
2.7,2.7,1.7,0.4,1.5,0.8,6.7,730.1,23.2,67.4,Vegetables_Arka Navneet (brinjal)
2.7,3.4,1.8,0.5,1.3,0.3,6.5,675.1,25.3,68.2,Vegetables_Arka Navneet (brinjal)
3.0,2.6,1.5,0.6,1.3,0.8,6.4,840.7,27.2,76.4,Vegetables_Arka Navneet (brinjal)
3.2,2.8,2.0,0.5,1.0,0.5,6.9,700.5,26.6,74.7,Vegetables_Arka Navneet (brinjal)
2.7,2.7,1.5,0.4,1.5,0.5,6.5,827.3,25.7,74.8,Vegetables_Arka Navneet (brinjal)
2.9,2.6,2.0,0.6,1.0,0.4,6.8,837.0,28.6,74.6,Vegetables_Arka Navneet (brinjal)
2.8,3.5,2.5,0.5,1.5,0.7,6.3,643.6,24.6,67.9,Vegetables_Arka Navneet (brinjal)
3.0,2.8,1.9,0.3,1.1,0.6,6.5,808.8,26.3,68.0,Vegetables_Arka Navneet (brinjal)
3.1,3.3,2.5,0.6,1.2,0.8,6.2,613.9,24.4,72.8,Vegetables_Arka Navneet (brinjal)
2.6,3.1,1.9,0.3,1.3,0.7,6.9,611.9,24.7,65.3,Vegetables_Arka Navneet (brinjal)
2.7,3.3,1.9,0.5,1.4,0.8,6.6,714.3,29.7,72.7,Vegetables_Arka Navneet (brinjal)
2.6,3.4,2.5,0.5,1.3,0.7,6.6,766.9,29.5,79.5,Vegetables_Arka Navneet (brinjal)
3.0,2.8,1.7,0.6,1.4,0.5,6.2,745.3,28.3,78.9,Vegetables_Arka Navneet (brinjal)
2.6,2.8,1.6,0.3,1.3,0.7,6.3,718.4,26.2,79.8,Vegetables_Arka Navneet (brinjal)
3.2,3.1,2.0,0.4,1.0,0.6,7.1,798.3,24.3,75.5,Vegetables_Arka Navneet (brinjal)
3.1,3.0,2.4,0.6,1.1,0.7,6.5,781.2,23.8,71.8,Vegetables_Arka Navneet (brinjal)
3.0,3.4,2.4,0.3,1.0,0.4,7.2,622.2,26.3,68.5,Vegetables_Arka Navneet (brinjal)
3.1,2.6,1.6,0.4,1.1,0.3,6.5,848.3,26.7,73.0,Vegetables_Arka Navneet (brinjal)
3.0,2.7,1.9,0.3,1.3,0.8,7.1,668.3,27.1,79.4,Vegetables_Arka Navneet (brinjal)
2.9,2.6,2.4,0.6,1.3,0.5,7.1,814.5,28.3,66.6,Vegetables_Arka Navneet (brinjal)
2.8,3.4,1.9,0.6,1.1,0.6,6.5,819.0,23.4,71.3,Vegetables_Arka Navneet (brinjal)
2.6,2.8,1.7,0.3,1.4,0.6,6.3,752.0,28.4,68.2,Vegetables_Arka Navneet (brinjal)
3.0,2.9,2.0,0.5,1.2,0.7,7.1,812.6,29.0,72.7,Vegetables_Arka Navneet (brinjal)
2.6,3.4,2.4,0.6,1.6,0.7,6.2,727.0,29.0,78.8,Vegetables_Arka Navneet (brinjal)
2.5,3.2,1.7,0.4,1.5,0.3,6.6,670.1,27.1,68.7,Vegetables_Arka Navneet (brinjal)
2.7,2.7,1.6,0.4,1.0,0.4,6.9,739.5,25.3,70.7,Vegetables_Arka Navneet (brinjal)
2.6,2.7,2.4,0.3,1.4,0.4,6.8,837.1,25.0,66.2,Vegetables_Arka Navneet (brinjal)
2.7,3.0,2.1,0.3,1.5,0.5,7.0,841.6,25.3,68.5,Vegetables_Arka Navneet (brinjal)
3.0,3.0,2.3,0.4,1.4,0.4,6.6,633.0,26.9,76.6,Vegetables_Arka Navneet (brinjal)
3.1,2.8,1.8,0.5,1.1,0.5,6.9,678.6,26.1,67.7,Vegetables_Arka Navneet (brinjal)
2.6,3.2,1.6,0.6,1.5,0.5,6.2,695.6,23.3,74.8,Vegetables_Arka Navneet (brinjal)
3.1,2.8,1.6,0.3,1.4,0.5,6.3,653.6,27.3,73.4,Vegetables_Arka Navneet (brinjal)
2.6,2.6,2.3,0.2,1.5,0.3,6.6,675.5,29.2,69.3,Vegetables_Arka Navneet (brinjal)
3.1,2.9,1.9,0.3,1.6,0.6,7.0,667.3,24.5,66.1,Vegetables_Arka Navneet (brinjal)
3.0,2.5,1.8,0.2,1.3,0.5,6.5,687.7,26.5,75.8,Vegetables_Arka Navneet (brinjal)
3.1,3.3,2.2,0.4,1.2,0.7,6.6,674.2,29.6,75.8,Vegetables_Arka Navneet (brinjal)
3.1,2.7,1.8,0.2,1.1,0.4,6.9,694.0,27.1,71.7,Vegetables_Arka Navneet (brinjal)
3.0,2.7,1.5,0.4,1.2,0.6,7.1,724.6,29.5,77.2,Vegetables_Arka Navneet (brinjal)
3.0,2.8,2.2,0.5,1.1,0.4,6.5,656.4,23.8,74.3,Vegetables_Arka Anamika (okra)
2.9,3.5,2.4,0.3,1.3,0.4,7.0,718.1,23.5,72.6,Vegetables_Arka Anamika (okra)
2.9,2.8,1.6,0.2,1.1,0.8,6.8,698.0,27.8,69.2,Vegetables_Arka Anamika (okra)
2.8,2.6,2.3,0.2,1.1,0.5,6.9,849.2,28.9,70.9,Vegetables_Arka Anamika (okra)
2.5,3.5,2.4,0.6,1.2,0.7,6.6,638.1,29.7,67.7,Vegetables_Arka Anamika (okra)
2.7,2.5,1.5,0.4,1.3,0.5,6.8,630.4,26.8,77.6,Vegetables_Arka Anamika (okra)
3.1,2.9,2.1,0.2,1.1,0.7,6.2,623.6,24.2,79.3,Vegetables_Arka Anamika (okra)
2.6,3.3,2.2,0.5,1.5,0.8,6.3,824.1,27.4,69.4,Vegetables_Arka Anamika (okra)
3.1,3.3,2.1,0.5,1.5,0.7,6.8,845.7,23.7,69.4,Vegetables_Arka Anamika (okra)
2.8,3.2,2.0,0.5,1.4,0.5,6.2,740.7,25.1,70.6,Vegetables_Arka Anamika (okra)
2.9,3.2,2.4,0.4,1.2,0.6,6.8,811.2,25.0,73.3,Vegetables_Arka Anamika (okra)
2.9,2.6,1.7,0.6,1.4,0.7,6.4,600.7,25.1,71.4,Vegetables_Arka Anamika (okra)
3.2,3.3,2.2,0.5,1.1,0.4,6.4,755.9,28.4,76.0,Vegetables_Arka Anamika (okra)
3.1,2.6,2.2,0.6,1.5,0.3,6.8,725.1,24.8,78.2,Vegetables_Arka Anamika (okra)
2.7,2.8,2.4,0.4,1.3,0.6,7.1,738.5,23.2,76.5,Vegetables_Arka Anamika (okra)
2.9,3.0,1.6,0.6,1.1,0.6,6.4,755.5,27.3,69.1,Vegetables_Arka Anamika (okra)
2.6,3.2,1.7,0.4,1.4,0.4,6.3,610.9,25.0,74.6,Vegetables_Arka Anamika (okra)
2.6,3.4,1.8,0.3,1.6,0.4,6.7,672.4,29.7,78.1,Vegetables_Arka Anamika (okra)
3.0,3.3,2.4,0.4,1.5,0.7,6.7,728.3,24.9,70.3,Vegetables_Arka Anamika (okra)
2.9,2.8,1.8,0.6,1.1,0.7,6.6,843.9,28.7,75.2,Vegetables_Arka Anamika (okra)
3.2,3.0,2.4,0.4,1.1,0.7,6.3,740.2,27.8,75.2,Vegetables_Arka Anamika (okra)
2.8,2.7,2.0,0.5,1.1,0.8,6.8,725.5,25.4,71.6,Vegetables_Arka Anamika (okra)
2.6,2.7,2.3,0.3,1.6,0.7,6.5,673.3,25.5,74.2,Vegetables_Arka Anamika (okra)
3.0,2.8,2.4,0.3,1.1,0.4,6.9,775.1,23.2,77.3,Vegetables_Arka Anamika (okra)
2.9,3.4,2.0,0.6,1.4,0.6,7.0,692.4,29.6,67.0,Vegetables_Arka Anamika (okra)
3.0,3.1,1.7,0.3,1.5,0.8,7.1,635.7,26.9,67.4,Vegetables_Arka Anamika (okra)
2.6,3.2,1.7,0.2,1.5,0.3,7.0,705.1,26.0,78.2,Vegetables_Arka Anamika (okra)
2.7,3.1,2.4,0.4,1.6,0.4,6.8,767.8,25.3,78.0,Vegetables_Arka Anamika (okra)
2.7,3.1,1.8,0.3,1.3,0.5,7.0,798.8,29.8,76.3,Vegetables_Arka Anamika (okra)
2.8,2.7,1.8,0.5,1.5,0.6,7.0,717.3,27.6,78.8,Vegetables_Arka Anamika (okra)
2.9,3.3,1.6,0.2,1.2,0.3,6.3,765.6,25.5,75.4,Vegetables_Arka Anamika (okra)
2.5,2.6,2.4,0.6,1.1,0.4,7.2,767.8,25.0,74.4,Vegetables_Arka Anamika (okra)
2.6,3.1,2.5,0.6,1.4,0.4,6.5,753.1,23.7,70.6,Vegetables_Arka Anamika (okra)
3.1,2.6,2.2,0.4,1.2,0.4,7.1,663.6,24.3,68.0,Vegetables_Arka Anamika (okra)
2.8,2.5,1.7,0.3,1.6,0.6,6.8,745.7,27.2,79.7,Vegetables_Arka Anamika (okra)
3.2,2.6,2.5,0.4,1.4,0.6,6.4,763.1,29.8,68.9,Vegetables_Arka Anamika (okra)
2.9,2.6,2.0,0.6,1.4,0.5,7.1,650.5,27.9,75.3,Vegetables_Arka Anamika (okra)
3.0,3.2,1.7,0.5,1.5,0.6,6.2,796.0,28.9,77.0,Vegetables_Arka Anamika (okra)
2.9,2.9,1.7,0.5,1.2,0.5,6.8,755.4,26.2,79.4,Vegetables_Arka Anamika (okra)
3.0,2.6,1.9,0.4,1.0,0.7,6.7,671.4,25.4,70.8,Vegetables_Arka Anamika (okra)
3.1,2.8,1.7,0.5,1.2,0.5,6.5,790.9,23.5,75.9,Vegetables_Arka Anamika (okra)
2.5,2.9,1.6,0.4,1.3,0.8,6.7,660.8,27.2,78.9,Vegetables_Arka Anamika (okra)
2.6,3.5,2.0,0.4,1.2,0.4,6.4,738.6,29.7,79.8,Vegetables_Arka Anamika (okra)
2.6,3.1,1.6,0.4,1.0,0.6,7.2,846.5,28.6,79.8,Vegetables_Arka Anamika (okra)
2.8,3.4,1.7,0.6,1.5,0.5,6.6,726.8,29.9,69.5,Vegetables_Arka Anamika (okra)
2.8,3.0,2.4,0.3,1.1,0.4,7.1,819.3,29.2,70.3,Vegetables_Arka Anamika (okra)
3.0,3.1,2.1,0.6,1.3,0.7,6.7,748.4,29.3,72.5,Vegetables_Arka Anamika (okra)
2.7,2.5,2.1,0.3,1.5,0.4,6.4,816.0,28.5,75.6,Vegetables_Arka Anamika (okra)
2.9,3.4,2.5,0.3,1.0,0.8,7.1,632.9,27.2,68.0,Vegetables_Arka Anamika (okra)
2.5,2.9,1.7,0.4,1.2,0.4,6.3,612.9,26.3,76.9,Vegetables_Arka Anamika (okra)
3.0,3.2,2.2,0.2,1.5,0.8,6.9,661.3,25.7,66.6,Vegetables_Arka Anamika (okra)
3.2,2.9,2.1,0.5,1.3,0.6,6.9,718.2,29.9,68.8,Vegetables_Arka Anamika (okra)
2.7,3.2,2.0,0.3,1.1,0.3,6.6,658.1,23.5,75.0,Vegetables_Arka Anamika (okra)
2.9,2.9,1.6,0.6,1.4,0.8,6.4,778.9,23.6,76.8,Vegetables_Arka Anamika (okra)
2.6,2.9,2.3,0.4,1.0,0.7,7.0,740.9,24.3,70.6,Vegetables_Arka Anamika (okra)
2.5,2.5,1.8,0.6,1.1,0.5,7.0,721.3,27.2,72.2,Vegetables_Arka Anamika (okra)
2.5,3.4,2.3,0.5,1.4,0.7,6.3,709.0,25.2,68.1,Vegetables_Arka Anamika (okra)
3.1,3.3,1.9,0.3,1.4,0.5,7.0,695.4,26.8,76.9,Vegetables_Arka Anamika (okra)
2.5,3.3,2.2,0.2,1.2,0.5,6.9,782.7,26.3,74.4,Vegetables_Arka Anamika (okra)
2.8,3.0,2.0,0.2,1.2,0.6,6.4,737.4,28.0,72.8,Vegetables_Arka Anamika (okra)
2.7,3.0,1.5,0.4,1.1,0.7,7.0,749.6,27.9,76.3,Vegetables_Arka Anamika (okra)
2.5,3.5,2.4,0.3,1.5,0.5,6.3,687.0,25.8,74.2,Vegetables_Arka Anamika (okra)
2.7,3.3,2.2,0.4,1.3,0.6,7.0,641.0,23.9,70.7,Vegetables_Arka Anamika (okra)
3.0,2.8,1.8,0.4,1.6,0.4,7.1,688.9,26.1,66.2,Vegetables_Arka Anamika (okra)
2.6,3.0,2.3,0.5,1.5,0.5,6.4,612.4,27.3,75.5,Vegetables_Arka Anamika (okra)
3.1,3.2,2.5,0.3,1.6,0.4,6.5,795.8,26.3,68.5,Vegetables_Arka Anamika (okra)
3.1,3.4,2.0,0.5,1.2,0.5,6.6,618.9,28.6,73.4,Vegetables_Arka Anamika (okra)
2.9,2.9,2.2,0.3,1.2,0.7,6.8,624.5,28.3,77.2,Vegetables_Arka Anamika (okra)
3.0,2.7,2.1,0.5,1.2,0.6,6.6,696.2,28.0,72.1,Vegetables_Arka Anamika (okra)
3.0,3.2,1.7,0.6,1.1,0.7,6.3,723.9,27.0,77.0,Vegetables_Arka Anamika (okra)
2.8,2.6,1.7,0.3,1.6,0.7,7.1,833.9,29.2,72.8,Vegetables_Arka Anamika (okra)
3.1,2.6,2.0,0.2,1.3,0.5,6.6,655.1,24.9,66.1,Vegetables_Arka Anamika (okra)
3.0,2.8,2.0,0.3,1.6,0.3,6.4,602.1,28.1,70.1,Vegetables_Arka Anamika (okra)
3.1,2.9,2.0,0.5,1.3,0.3,6.7,786.6,29.3,68.8,Vegetables_Arka Anamika (okra)
2.6,2.8,2.3,0.3,1.2,0.7,7.1,753.5,26.2,66.4,Vegetables_Arka Anamika (okra)
2.8,3.2,2.3,0.4,1.5,0.7,6.8,775.6,27.4,66.3,Vegetables_Arka Anamika (okra)
2.6,2.8,2.0,0.3,1.3,0.4,6.3,827.6,25.2,67.2,Vegetables_Arka Anamika (okra)
2.8,3.0,2.0,0.6,1.3,0.7,6.8,834.4,27.0,77.0,Vegetables_Arka Anamika (okra)
2.7,2.7,1.7,0.5,1.4,0.3,6.9,758.2,27.6,77.3,Vegetables_Arka Anamika (okra)
3.1,2.7,2.1,0.3,1.4,0.6,6.3,655.4,26.2,79.3,Vegetables_Arka Anamika (okra)
2.7,2.9,2.0,0.3,1.3,0.7,7.1,775.3,29.1,71.6,Vegetables_Arka Anamika (okra)
2.7,3.1,2.1,0.3,1.2,0.3,7.2,822.8,27.8,77.1,Vegetables_Arka Anamika (okra)
3.1,3.1,2.5,0.4,1.1,0.6,7.1,824.4,27.9,72.2,Vegetables_Arka Anamika (okra)
3.1,2.9,2.2,0.5,1.5,0.6,6.3,754.9,25.0,70.0,Vegetables_Arka Anamika (okra)
2.7,2.7,1.8,0.3,1.2,0.8,7.1,680.3,25.8,72.1,Vegetables_Arka Anamika (okra)
2.6,3.2,1.8,0.3,1.4,0.3,6.6,840.1,25.4,78.9,Vegetables_Arka Anamika (okra)
2.8,3.4,2.2,0.6,1.5,0.3,6.7,680.9,25.8,75.9,Vegetables_Arka Anamika (okra)
2.6,2.8,2.5,0.2,1.4,0.4,6.5,628.5,27.3,66.7,Vegetables_Arka Anamika (okra)
2.7,2.6,2.1,0.3,1.3,0.5,6.7,640.5,27.4,65.5,Vegetables_Arka Anamika (okra)
3.1,3.5,1.8,0.4,1.5,0.7,7.0,666.8,29.7,71.6,Vegetables_Arka Anamika (okra)
2.6,3.4,1.5,0.4,1.3,0.7,7.1,713.5,28.0,68.2,Vegetables_Arka Anamika (okra)
3.2,3.3,2.3,0.5,1.3,0.3,7.0,710.5,27.5,76.7,Vegetables_Arka Anamika (okra)
2.7,3.0,2.3,0.5,1.5,0.4,6.8,733.9,23.5,75.2,Vegetables_Arka Anamika (okra)
2.7,3.3,2.3,0.5,1.6,0.7,6.5,695.0,27.2,75.1,Vegetables_Arka Anamika (okra)
2.8,2.5,1.9,0.3,1.5,0.6,6.5,691.6,25.0,72.2,Vegetables_Arka Anamika (okra)
2.9,3.0,2.1,0.5,1.3,0.4,6.2,618.8,23.7,68.0,Vegetables_Arka Anamika (okra)
2.7,2.6,2.1,0.4,1.1,0.4,6.4,668.9,23.9,77.2,Vegetables_Arka Anamika (okra)
2.6,2.8,2.3,0.4,1.6,0.7,6.6,828.9,27.3,70.5,Vegetables_Arka Anamika (okra)
2.7,2.8,2.5,0.6,1.2,0.4,6.5,622.1,25.2,77.1,Vegetables_Arka Anamika (okra)
2.7,2.8,2.3,0.4,1.2,0.6,6.3,605.8,23.9,75.3,Vegetables_Arka Anamika (okra)
2.7,2.7,2.4,0.4,1.3,0.7,6.5,652.6,25.8,74.0,Vegetables_Arka Pitambari (onion)
3.1,2.7,1.7,0.3,1.3,0.8,6.6,848.1,25.1,74.4,Vegetables_Arka Pitambari (onion)
3.2,3.2,2.5,0.3,1.3,0.7,6.5,743.9,26.3,66.8,Vegetables_Arka Pitambari (onion)
2.5,2.7,1.8,0.6,1.2,0.6,6.3,634.4,28.5,76.9,Vegetables_Arka Pitambari (onion)
3.1,3.4,2.0,0.3,1.4,0.5,7.1,711.6,25.9,78.2,Vegetables_Arka Pitambari (onion)
2.9,3.2,2.0,0.2,1.2,0.8,6.4,817.7,24.8,73.3,Vegetables_Arka Pitambari (onion)
2.9,2.7,2.3,0.4,1.2,0.4,7.1,631.9,26.8,71.1,Vegetables_Arka Pitambari (onion)
2.7,2.8,2.2,0.4,1.5,0.4,6.6,764.0,25.0,72.1,Vegetables_Arka Pitambari (onion)
2.6,2.9,1.7,0.3,1.1,0.8,6.4,775.9,24.5,74.5,Vegetables_Arka Pitambari (onion)
2.8,2.5,2.3,0.5,1.3,0.6,6.7,623.9,25.6,72.9,Vegetables_Arka Pitambari (onion)
3.2,2.5,1.5,0.5,1.5,0.7,6.2,698.8,26.5,71.0,Vegetables_Arka Pitambari (onion)
3.1,3.2,1.7,0.4,1.2,0.3,6.4,768.7,27.2,71.8,Vegetables_Arka Pitambari (onion)
2.6,3.2,2.5,0.3,1.1,0.5,6.5,826.5,28.8,70.5,Vegetables_Arka Pitambari (onion)
3.1,2.8,1.8,0.3,1.6,0.4,6.7,715.4,27.5,79.5,Vegetables_Arka Pitambari (onion)
2.6,3.5,1.9,0.5,1.2,0.8,6.5,648.4,26.4,79.9,Vegetables_Arka Pitambari (onion)
2.8,3.3,2.1,0.3,1.3,0.5,6.7,758.4,24.1,76.5,Vegetables_Arka Pitambari (onion)
2.8,2.5,1.8,0.2,1.1,0.4,7.0,707.3,29.0,65.1,Vegetables_Arka Pitambari (onion)
3.1,2.9,2.4,0.6,1.5,0.5,6.9,671.8,25.4,65.4,Vegetables_Arka Pitambari (onion)
3.1,2.7,1.9,0.5,1.5,0.8,6.9,772.4,25.3,67.2,Vegetables_Arka Pitambari (onion)
2.9,3.2,2.2,0.3,1.3,0.4,6.9,646.3,29.7,65.5,Vegetables_Arka Pitambari (onion)
3.0,3.2,2.2,0.5,1.2,0.7,6.9,764.7,25.6,77.3,Vegetables_Arka Pitambari (onion)
2.8,3.2,2.1,0.6,1.3,0.6,6.3,710.0,27.5,69.1,Vegetables_Arka Pitambari (onion)
2.7,2.7,1.6,0.4,1.6,0.3,6.4,723.1,27.4,66.1,Vegetables_Arka Pitambari (onion)
3.0,2.8,2.3,0.3,1.2,0.4,6.4,627.4,25.6,74.3,Vegetables_Arka Pitambari (onion)
2.7,2.7,2.3,0.4,1.5,0.6,6.6,844.7,24.2,65.4,Vegetables_Arka Pitambari (onion)
3.2,3.0,1.6,0.4,1.1,0.3,7.0,677.4,28.5,74.8,Vegetables_Arka Pitambari (onion)
2.6,3.2,1.8,0.3,1.3,0.7,6.3,831.3,26.7,71.6,Vegetables_Arka Pitambari (onion)
3.0,3.3,2.1,0.3,1.5,0.4,6.6,617.5,23.9,77.2,Vegetables_Arka Pitambari (onion)
2.6,3.0,2.3,0.4,1.3,0.7,6.6,605.4,23.2,67.2,Vegetables_Arka Pitambari (onion)
2.7,3.0,1.9,0.3,1.3,0.5,7.1,649.5,27.2,76.4,Vegetables_Arka Pitambari (onion)
2.6,2.9,2.1,0.5,1.6,0.6,6.9,733.0,28.1,67.4,Vegetables_Arka Pitambari (onion)
2.5,2.9,2.1,0.5,1.3,0.7,7.2,615.8,29.6,65.2,Vegetables_Arka Pitambari (onion)
2.9,2.6,2.1,0.5,1.1,0.7,6.9,828.1,26.4,79.5,Vegetables_Arka Pitambari (onion)
2.8,3.0,2.3,0.3,1.0,0.6,6.7,610.9,23.2,68.0,Vegetables_Arka Pitambari (onion)
3.1,3.0,2.2,0.3,1.2,0.6,6.6,644.9,27.2,68.9,Vegetables_Arka Pitambari (onion)
2.6,2.6,1.6,0.4,1.1,0.8,6.8,620.6,29.6,79.5,Vegetables_Arka Pitambari (onion)
2.8,3.5,2.4,0.4,1.2,0.4,6.9,616.1,25.4,66.7,Vegetables_Arka Pitambari (onion)
3.1,2.9,2.3,0.4,1.0,0.6,7.0,655.1,28.5,69.0,Vegetables_Arka Pitambari (onion)
3.0,3.4,2.0,0.2,1.6,0.5,6.6,616.1,27.3,77.8,Vegetables_Arka Pitambari (onion)
2.5,2.6,2.0,0.5,1.3,0.7,6.5,698.2,28.9,78.2,Vegetables_Arka Pitambari (onion)
2.6,3.5,1.5,0.2,1.2,0.8,6.6,664.9,24.9,75.7,Vegetables_Arka Pitambari (onion)
2.8,3.4,2.2,0.2,1.0,0.6,6.6,761.9,25.1,70.6,Vegetables_Arka Pitambari (onion)
2.8,3.4,2.1,0.4,1.4,0.4,6.4,822.8,27.5,69.9,Vegetables_Arka Pitambari (onion)
2.5,3.3,2.1,0.4,1.5,0.3,6.7,812.9,27.6,70.4,Vegetables_Arka Pitambari (onion)
2.9,3.3,1.9,0.4,1.2,0.3,6.8,760.2,25.3,70.3,Vegetables_Arka Pitambari (onion)
2.8,2.8,2.4,0.4,1.5,0.4,6.3,735.4,24.8,72.6,Vegetables_Arka Pitambari (onion)
3.0,3.5,2.5,0.6,1.3,0.4,6.3,791.4,28.1,75.4,Vegetables_Arka Pitambari (onion)
2.7,3.2,1.9,0.3,1.2,0.5,6.5,653.6,27.2,78.7,Vegetables_Arka Pitambari (onion)
3.0,2.8,2.1,0.2,1.1,0.4,7.0,780.0,29.3,72.2,Vegetables_Arka Pitambari (onion)
3.1,3.3,2.3,0.4,1.5,0.7,6.4,690.6,25.3,69.8,Vegetables_Arka Pitambari (onion)
2.8,3.1,2.4,0.5,1.5,0.6,6.4,808.3,25.1,73.1,Vegetables_Arka Pitambari (onion)
3.2,3.0,2.0,0.5,1.1,0.7,6.2,770.6,24.3,68.1,Vegetables_Arka Pitambari (onion)
3.1,2.8,1.7,0.3,1.2,0.5,6.8,624.0,24.1,75.8,Vegetables_Arka Pitambari (onion)
2.9,2.6,2.3,0.3,1.6,0.5,7.1,776.5,28.4,69.9,Vegetables_Arka Pitambari (onion)
2.5,2.5,1.8,0.3,1.2,0.7,7.0,810.6,27.8,66.2,Vegetables_Arka Pitambari (onion)
2.7,3.2,2.4,0.2,1.1,0.5,6.9,629.8,24.9,71.0,Vegetables_Arka Pitambari (onion)
3.1,3.2,1.9,0.6,1.2,0.7,7.1,811.2,23.8,71.9,Vegetables_Arka Pitambari (onion)
3.0,3.3,2.5,0.2,1.2,0.5,6.6,789.3,23.6,77.7,Vegetables_Arka Pitambari (onion)
2.9,3.3,1.7,0.3,1.3,0.4,6.8,849.2,26.4,73.8,Vegetables_Arka Pitambari (onion)
2.6,2.9,1.6,0.6,1.5,0.6,7.1,801.8,29.3,75.1,Vegetables_Arka Pitambari (onion)
2.9,3.2,1.8,0.3,1.0,0.7,6.2,746.2,27.5,79.6,Vegetables_Arka Pitambari (onion)
3.0,2.8,1.5,0.3,1.6,0.6,7.0,601.7,26.9,66.9,Vegetables_Arka Pitambari (onion)
2.7,2.6,2.3,0.5,1.5,0.4,6.3,633.8,27.6,78.0,Vegetables_Arka Pitambari (onion)
3.1,3.3,2.4,0.4,1.2,0.6,6.8,752.1,26.0,74.1,Vegetables_Arka Pitambari (onion)
3.0,3.4,2.2,0.4,1.1,0.5,6.5,840.7,28.5,78.5,Vegetables_Arka Pitambari (onion)
2.7,3.2,1.6,0.4,1.3,0.7,6.9,733.6,23.3,77.7,Vegetables_Arka Pitambari (onion)
2.8,2.6,2.5,0.3,1.4,0.4,6.7,792.7,26.0,68.8,Vegetables_Arka Pitambari (onion)
3.1,3.4,2.4,0.6,1.3,0.5,6.4,608.1,27.1,77.0,Vegetables_Arka Pitambari (onion)
3.0,2.9,1.6,0.4,1.2,0.6,6.2,712.1,23.9,72.9,Vegetables_Arka Pitambari (onion)
2.7,3.5,1.7,0.4,1.0,0.4,6.8,672.0,24.1,78.5,Vegetables_Arka Pitambari (onion)
3.0,3.4,1.8,0.4,1.3,0.7,7.0,787.9,27.6,66.3,Vegetables_Arka Pitambari (onion)
3.2,2.9,1.9,0.4,1.4,0.3,6.5,711.1,25.4,71.6,Vegetables_Arka Pitambari (onion)
3.0,3.0,1.7,0.3,1.1,0.3,6.9,755.8,28.6,65.9,Vegetables_Arka Pitambari (onion)
3.1,2.6,2.4,0.5,1.4,0.3,6.6,681.7,28.2,72.9,Vegetables_Arka Pitambari (onion)
3.0,3.2,1.8,0.4,1.2,0.7,7.1,760.0,23.8,72.7,Vegetables_Arka Pitambari (onion)
3.1,3.1,2.1,0.6,1.5,0.6,6.4,633.5,24.9,66.3,Vegetables_Arka Pitambari (onion)
